,A,B,C,D,E,F,G,H,I,J
3678,Hot pink,Wheat,Teal,Brown,Orange,Brown,Purple,Silver,Navy blue,Maroon
3679,Navy blue,Fuchsia,Pea green,Red,Pea green,Navy blue,Crimson,Ivory,Cyan,Olden
3680,Silver,Purple,Lime,Green,Silver,Maroon,Khaki,Yellow,Brown,Aquamarine
3681,Cyan,Olden,Pea green,Yellow,Silver,Navy blue,Aquamarine,Plum,Wheat,Ivory
3682,Wheat,Gray,Crimson,Navy blue,Yellow,Green,Green,Silver,Teal,Ivory
3683,Azure,Olden,Aquamarine,Plum,Gray,Azure,Hot pink,Green,Orange,Charcoal
3684,Yellow,Fuchsia,Brown,Wheat,Yellow,Pea green,Wheat,Purple,Ivory,Cyan
3685,Crimson,Gray,Azure,Red,Hot pink,Purple,Teal,Yellow,Maroon,Olive
3686,Silver,Ivory,Hot pink,Teal,Purple,Brown,Khaki,Crimson,Fuchsia,Lime
3687,Magenta,Hot pink,Olden,Purple,Hot pink,Lime,Pea green,Charcoal,Red,Ivory
3688,Magenta,Maroon,Silver,Magenta,Green,Yellow,Black,Cyan,Black,Pea green
3689,Khaki,Maroon,Gray,Purple,Silver,Red,Khaki,Maroon,Pea green,Silver
3690,Magenta,Plum,Olive,Aquamarine,Brown,Magenta,Orange,Charcoal,White,Wheat
3691,Black,Fuchsia,Crimson,Red,Lime,Fuchsia,Crimson,Cyan,Ivory,Olden
3692,Black,Maroon,Blue,Aquamarine,Aquamarine,Teal,Pea green,Ivory,Orange,Aquamarine
3693,Lime,Olive,Khaki,Blue,Brown,Magenta,Aquamarine,Magenta,Black,Wheat
3694,Orange,Plum,Fuchsia,Teal,Charcoal,Cyan,Magenta,Khaki,Teal,Aquamarine
3695,Purple,Fuchsia,White,Aquamarine,Olive,Brown,Aquamarine,Olive,Crimson,Fuchsia
3696,Charcoal,Purple,Crimson,Fuchsia,Azure,Khaki,Olive,Crimson,Lime,Olden
3697,Cyan,Orange,Hot pink,Plum,Olden,Olden,Navy blue,Gray,Ivory,Aquamarine
3698,Purple,Gray,Hot pink,Olden,Silver,Crimson,Lime,Black,Charcoal,Olden
3699,Gray,Aquamarine,White,Magenta,Coral,Purple,Blue,Purple,Green,Hot pink
3700,Azure,White,Crimson,Red,Hot pink,Teal,White,Green,Cyan,Charcoal
3701,Teal,Yellow,Olive,Teal,Maroon,Cyan,Hot pink,Orange,Ivory,Fuchsia
3702,Coral,Green,Orange,Khaki,Teal,Aquamarine,Aquamarine,Charcoal,Hot pink,Hot pink
3703,Lime,Lime,Cyan,Brown,Purple,Plum,Olive,Black,Ivory,Plum
3704,Orange,Coral,Black,Purple,Black,Hot pink,Fuchsia,Coral,Magenta,Coral
3705,Azure,Azure,Plum,Yellow,Pea green,Olive,Wheat,Wheat,Green,Cyan
3706,Green,Fuchsia,Yellow,Hot pink,Aquamarine,Aquamarine,Magenta,Hot pink,Teal,Brown
3707,Green,Gray,Khaki,Brown,Olden,Silver,Coral,Lime,Purple,Hot pink
3708,Olden,Crimson,Lime,Olden,Azure,Wheat,Khaki,Azure,Brown,Purple
3709,Blue,Aquamarine,Charcoal,Teal,Silver,Coral,Khaki,Crimson,Crimson,Blue
3710,Olive,Olive,Fuchsia,Lime,Coral,Khaki,Pea green,Black,Gray,Maroon
3711,White,Khaki,Navy blue,Teal,Hot pink,Black,Ivory,Purple,Brown,Hot pink
3712,Fuchsia,Gray,Charcoal,Wheat,Azure,Hot pink,Red,Fuchsia,Aquamarine,Fuchsia
3713,Coral,Blue,Purple,Azure,Lime,Fuchsia,Olden,Fuchsia,Olden,Khaki
3714,Olive,Yellow,Silver,Plum,Green,Azure,Lime,Cyan,White,Charcoal
3715,Crimson,Ivory,Coral,Magenta,Silver,Wheat,Orange,Orange,White,Silver
3716,Fuchsia,Pea green,Navy blue,Plum,Aquamarine,Green,Hot pink,Crimson,Yellow,Maroon
3717,Olden,Cyan,Orange,Coral,Brown,Khaki,Khaki,Pea green,Khaki,Wheat
3718,Gray,Olive,Wheat,Olive,Lime,Olive,Charcoal,Black,Ivory,Maroon
3719,Green,Wheat,Magenta,Gray,Orange,Brown,Crimson,Aquamarine,Teal,Fuchsia
3720,Yellow,Black,Plum,Fuchsia,Olive,Olive,Pea green,Teal,Maroon,Blue
3721,Orange,Hot pink,Aquamarine,Gray,Red,Maroon,Ivory,Blue,Lime,Charcoal
3722,Lime,Purple,Khaki,Hot pink,Maroon,Plum,Yellow,Coral,Maroon,White
3723,Ivory,Pea green,Teal,Green,Fuchsia,Silver,Lime,Coral,Coral,Silver
3724,Azure,Khaki,Lime,Cyan,Ivory,Teal,Yellow,Teal,Yellow,Blue
3725,Maroon,Crimson,Olden,Orange,Maroon,Purple,Lime,Cyan,Yellow,Ivory
3726,Khaki,Maroon,Hot pink,Cyan,Lime,Navy blue,Aquamarine,Crimson,Olive,Green
3727,Cyan,Crimson,Gray,Cyan,Ivory,Coral,Navy blue,Ivory,White,Khaki
3728,Azure,Red,Lime,Silver,Crimson,Olden,Olden,Crimson,Green,Cyan
3729,Cyan,Maroon,Green,Red,Ivory,Fuchsia,Wheat,Navy blue,Lime,Fuchsia
3730,Black,Navy blue,Brown,Blue,Azure,Wheat,Wheat,Crimson,Olden,Gray
3731,Magenta,Cyan,Maroon,Hot pink,Purple,Purple,Lime,Yellow,Coral,Yellow
3732,Yellow,Charcoal,Crimson,Olive,Brown,Azure,Crimson,White,Wheat,Crimson
3733,Aquamarine,Green,Hot pink,Charcoal,Red,Olive,Blue,Fuchsia,Red,Blue
3734,Crimson,Khaki,Hot pink,Pea green,Green,Gray,Fuchsia,Fuchsia,Purple,Yellow
3735,Wheat,Azure,Hot pink,Khaki,Teal,Fuchsia,Gray,Green,Ivory,Navy blue
3736,Blue,Magenta,Yellow,Red,Fuchsia,Charcoal,Blue,Blue,Khaki,Ivory
3737,Orange,Navy blue,Orange,Silver,Brown,Crimson,Wheat,Gray,Ivory,Aquamarine
3738,White,Yellow,Maroon,Red,Olive,Red,Maroon,Black,Olden,Gray
3739,Orange,Charcoal,Cyan,Teal,Ivory,Ivory,Gray,Blue,Coral,Navy blue
3740,Brown,Ivory,Magenta,Black,Wheat,Navy blue,Brown,Coral,Azure,Gray
3741,Fuchsia,Charcoal,Charcoal,Fuchsia,Cyan,Pea green,Yellow,Red,Gray,Navy blue
3742,Purple,Olden,Hot pink,Khaki,Red,Pea green,Green,Green,Teal,White
3743,Ivory,Aquamarine,Ivory,Ivory,Navy blue,Charcoal,Orange,Lime,Blue,Ivory
3744,Silver,Crimson,Maroon,Black,Red,Orange,Khaki,Fuchsia,Purple,Teal
3745,Gray,Fuchsia,Pea green,Yellow,Magenta,Wheat,Green,Plum,Teal,Silver
3746,Navy blue,Orange,Ivory,Aquamarine,Brown,Gray,Magenta,Hot pink,Black,Azure
3747,Green,Red,Lime,White,Green,Khaki,Black,Charcoal,Pea green,Magenta
3748,Teal,Magenta,Purple,Aquamarine,Maroon,Wheat,Wheat,Aquamarine,Silver,Brown
3749,Orange,Gray,Magenta,Pea green,Olden,Ivory,Yellow,Gray,Wheat,Olive
3750,Black,Red,Gray,Orange,Red,Aquamarine,Olden,Aquamarine,Green,Ivory
3751,Pea green,Brown,Coral,Olive,Crimson,Orange,Navy blue,Purple,Red,Ivory
3752,Orange,Wheat,Fuchsia,Cyan,Fuchsia,Silver,White,Olden,Green,Charcoal
3753,Lime,Red,Red,Magenta,Lime,Orange,Olive,Magenta,Olive,White
3754,Khaki,Cyan,Maroon,Orange,Maroon,Blue,Silver,Crimson,Khaki,White
3755,Olive,Hot pink,Green,Azure,Ivory,Maroon,Aquamarine,Orange,Black,Fuchsia
3756,Silver,Aquamarine,Lime,Green,Magenta,Crimson,Blue,Lime,Black,Red
3757,Olive,Maroon,Teal,Hot pink,Purple,Olden,Fuchsia,Green,Magenta,Magenta
3758,Charcoal,Hot pink,Silver,Pea green,Cyan,Purple,Teal,Purple,Yellow,White
3759,Brown,Black,Charcoal,Olden,Blue,Azure,Purple,Ivory,Blue,Fuchsia
3760,Khaki,Brown,Ivory,Azure,Red,Crimson,Aquamarine,Green,Plum,Lime
3761,Brown,Khaki,Silver,Coral,Fuchsia,Silver,Cyan,Pea green,Plum,Magenta
3762,Olive,Olive,Azure,Ivory,Olden,Hot pink,Cyan,Azure,Cyan,Silver
3763,Green,Navy blue,Red,Magenta,Cyan,Azure,Olden,Orange,Hot pink,Lime
3764,Aquamarine,Olive,Khaki,Olden,Coral,Maroon,Wheat,Wheat,Gray,Maroon
3765,Black,Charcoal,Gray,Silver,Orange,Black,Fuchsia,Navy blue,Orange,Azure
3766,Blue,Cyan,Teal,Olive,Red,Olden,Red,Purple,Yellow,Ivory
3767,Wheat,Pea green,Lime,Green,Charcoal,Blue,Cyan,Gray,Coral,Purple
3768,Coral,White,Silver,Hot pink,Navy blue,Khaki,Ivory,Red,Khaki,Wheat
3769,Blue,Cyan,Gray,Navy blue,Yellow,Azure,Crimson,Ivory,Pea green,Olive
3770,Brown,Gray,Pea green,Pea green,Ivory,Purple,Olden,Khaki,Coral,Fuchsia
3771,Azure,Hot pink,Gray,Navy blue,Magenta,Olden,Fuchsia,Blue,Charcoal,Magenta
3772,White,Black,Orange,Cyan,Fuchsia,Orange,Black,Green,Khaki,Pea green
3773,Ivory,Olden,Green,Crimson,Plum,Lime,Azure,Teal,Navy blue,Wheat
3774,White,Brown,Silver,Brown,Purple,Olive,Blue,Navy blue,Fuchsia,Azure
3775,Orange,Navy blue,Khaki,Cyan,Cyan,Plum,Green,Lime,Red,Black
3776,Lime,Orange,Ivory,Cyan,Lime,Teal,Maroon,Purple,Black,Brown
3777,Yellow,Green,Hot pink,Green,Wheat,Pea green,Charcoal,Magenta,Yellow,White
3778,Hot pink,Azure,Teal,Gray,Magenta,Fuchsia,Orange,Coral,Maroon,Blue
3779,Azure,Purple,White,Olden,Crimson,Olden,White,White,Fuchsia,Ivory
3780,Teal,Brown,Maroon,Magenta,Crimson,Teal,Crimson,Yellow,Coral,Maroon
3781,Fuchsia,Black,Magenta,Silver,Brown,White,Orange,Maroon,Purple,Olden
3782,Wheat,Purple,Lime,Gray,Hot pink,Black,Lime,Lime,Maroon,Olden
3783,Purple,Yellow,Brown,Red,Azure,White,Maroon,Yellow,Ivory,Crimson
3784,Fuchsia,Gray,Magenta,Olive,Navy blue,Brown,Ivory,Aquamarine,Hot pink,Plum
3785,Orange,Plum,Maroon,Yellow,Charcoal,Charcoal,Azure,Black,Yellow,Aquamarine
3786,Ivory,Khaki,Teal,Orange,Silver,Olive,Green,Magenta,Wheat,Navy blue
3787,Fuchsia,Purple,Silver,Silver,Yellow,Black,Hot pink,Azure,Blue,Red
3788,Green,Yellow,Charcoal,Teal,Purple,Crimson,Silver,Khaki,Hot pink,Gray
3789,Crimson,Crimson,Blue,Wheat,Gray,Cyan,Coral,Purple,Green,Navy blue
3790,Coral,Cyan,Maroon,Lime,Olden,Green,Black,Fuchsia,Maroon,Khaki
3791,Lime,Charcoal,Crimson,Purple,White,Azure,Green,Coral,Plum,Plum
3792,Lime,Lime,Khaki,Hot pink,Purple,Maroon,Orange,Maroon,Khaki,Gray
3793,Cyan,Ivory,Red,Ivory,Fuchsia,Olden,Fuchsia,Olden,Teal,Hot pink
3794,Lime,Purple,Green,Khaki,Magenta,Coral,Maroon,Orange,Yellow,Brown
3795,Red,Crimson,White,Olden,Teal,Navy blue,Green,Green,Charcoal,Fuchsia
3796,Cyan,Black,Teal,Magenta,White,Orange,Crimson,Brown,Crimson,Hot pink
3797,Olive,Plum,Ivory,Pea green,White,Hot pink,Silver,Ivory,Maroon,Khaki
3798,Teal,Fuchsia,Cyan,Olden,Olive,Fuchsia,Cyan,Silver,Wheat,Charcoal
3799,Ivory,Maroon,Yellow,Blue,Hot pink,Orange,Hot pink,Pea green,Charcoal,Green
3800,Silver,Charcoal,Ivory,Purple,Ivory,Azure,Khaki,Purple,Teal,Lime
3801,Black,Gray,Navy blue,Blue,Aquamarine,Yellow,Cyan,Cyan,Magenta,Charcoal
3802,Maroon,Coral,Pea green,Gray,Purple,Lime,Lime,Navy blue,Pea green,Orange
3803,Gray,Red,Charcoal,Teal,Black,Green,Azure,Teal,Navy blue,Coral
3804,Olden,Brown,Fuchsia,Purple,Pea green,Gray,Khaki,Coral,Khaki,Maroon
3805,Yellow,Yellow,Black,Pea green,Purple,Red,Aquamarine,Maroon,Olive,Teal
3806,Brown,Silver,White,Black,Teal,Hot pink,Olden,Magenta,Hot pink,Red
3807,Silver,Maroon,Lime,Coral,Khaki,Coral,Crimson,Green,Teal,Fuchsia
3808,Pea green,Blue,Yellow,Navy blue,Navy blue,Yellow,Ivory,Azure,Purple,Blue
3809,Hot pink,Green,Hot pink,Pea green,Aquamarine,Olden,Plum,Brown,Magenta,Navy blue
3810,Hot pink,Ivory,Fuchsia,Teal,Ivory,Maroon,Coral,Lime,Coral,Black
3811,Gray,Magenta,Brown,Gray,Purple,Purple,Fuchsia,Fuchsia,Blue,Black
3812,Olden,Hot pink,Black,Fuchsia,Gray,Gray,Silver,Khaki,Green,Brown
3813,Fuchsia,Gray,Red,Black,Pea green,Teal,Cyan,Purple,Pea green,Brown
3814,Ivory,Yellow,Hot pink,Ivory,Maroon,Aquamarine,Azure,Brown,Wheat,Fuchsia
3815,Olden,Silver,Yellow,Orange,Lime,Gray,Ivory,Ivory,Orange,Navy blue
3816,Plum,Crimson,Brown,Cyan,Yellow,Olive,Magenta,Khaki,Navy blue,Wheat
3817,Coral,Crimson,Gray,Wheat,Orange,Plum,Teal,Olive,Silver,Khaki
3818,Aquamarine,Black,Red,Coral,Crimson,Pea green,Gray,Cyan,Wheat,Red
3819,Fuchsia,Wheat,Khaki,Coral,Crimson,Coral,Blue,Purple,Plum,Magenta
3820,Cyan,Wheat,Cyan,Silver,Yellow,Aquamarine,Crimson,Orange,Teal,Azure
3821,Charcoal,Green,Aquamarine,Lime,Azure,Charcoal,Charcoal,Hot pink,Maroon,Maroon
3822,Maroon,Cyan,Azure,Fuchsia,Olive,Green,Lime,Silver,Azure,Blue
3823,Teal,Maroon,Charcoal,Yellow,Blue,Green,Cyan,White,Purple,Red
3824,Yellow,Yellow,Green,Maroon,Lime,Navy blue,Pea green,Teal,Black,Ivory
3825,Brown,Fuchsia,Green,Purple,White,Aquamarine,Purple,White,Azure,Khaki
3826,Olden,Green,Gray,Silver,Silver,Magenta,Orange,Cyan,Lime,Olive
3827,Black,Ivory,Teal,Red,Cyan,Aquamarine,Purple,Olden,Charcoal,Plum
3828,White,Red,Blue,Crimson,Coral,Charcoal,Azure,Yellow,Fuchsia,Khaki
3829,White,Crimson,Black,Olden,Purple,Gray,Crimson,Ivory,Red,Crimson
3830,Orange,Gray,Yellow,Brown,Wheat,Purple,Green,Plum,Magenta,Orange
3831,Cyan,Purple,Orange,White,Navy blue,Lime,Charcoal,Charcoal,Coral,Blue
3832,Aquamarine,Wheat,Wheat,Olive,Aquamarine,Maroon,Wheat,Green,Crimson,Fuchsia
3833,Brown,Magenta,Maroon,Aquamarine,Ivory,Silver,Black,Olive,Silver,Hot pink
3834,Green,Gray,Plum,Gray,Teal,Brown,Yellow,Red,Gray,Silver
3835,Green,Silver,Plum,Pea green,Azure,Plum,Crimson,Silver,Green,Charcoal
3836,Cyan,Coral,Blue,Maroon,Navy blue,Black,Maroon,Maroon,Wheat,Teal
3837,Orange,Gray,Aquamarine,Olden,Navy blue,Red,Blue,Red,Charcoal,Black
3838,Brown,Navy blue,Teal,Coral,Gray,Maroon,Teal,Navy blue,Hot pink,Coral
3839,Olive,Purple,Brown,Maroon,Silver,Teal,Pea green,Olden,Purple,Maroon
3840,Navy blue,Wheat,Black,Teal,Green,Fuchsia,Green,Teal,Navy blue,Magenta
3841,Plum,Olden,Crimson,Crimson,White,Crimson,Coral,Green,Plum,Purple
3842,Purple,Orange,Coral,Crimson,Hot pink,Pea green,Olive,Navy blue,Hot pink,Coral
3843,Yellow,Orange,Magenta,Olden,Brown,Maroon,Teal,Olden,Charcoal,Gray
3844,Purple,Khaki,Plum,Pea green,Ivory,Green,Green,Blue,Khaki,Hot pink
3845,Khaki,Orange,Lime,Maroon,White,Hot pink,Purple,Crimson,Hot pink,Navy blue
3846,Fuchsia,Hot pink,Wheat,Hot pink,Maroon,Khaki,Wheat,Black,Silver,Teal
3847,Black,Olden,White,Lime,Khaki,Black,Olive,Aquamarine,Olive,Wheat
3848,Magenta,Red,Coral,Ivory,Coral,Yellow,Lime,Lime,Fuchsia,Yellow
3849,Navy blue,Brown,Crimson,Maroon,Plum,Maroon,Purple,Brown,Brown,Teal
3850,Maroon,Orange,Red,Pea green,Navy blue,Pea green,Pea green,Crimson,Orange,Coral
3851,Black,Pea green,Blue,Black,Green,Olden,Plum,Purple,Gray,Crimson
3852,Brown,Orange,Coral,Green,Red,White,Brown,Hot pink,Crimson,Blue
3853,Lime,Cyan,Khaki,Yellow,Red,Yellow,Lime,Orange,Crimson,Purple
3854,Magenta,Brown,Teal,Pea green,Olden,Ivory,Azure,Silver,Ivory,Yellow
3855,Wheat,Azure,Fuchsia,Teal,Azure,Charcoal,Azure,Charcoal,White,Purple
3856,Silver,Cyan,Cyan,Navy blue,Purple,Brown,Hot pink,Green,Ivory,Plum
3857,Charcoal,Navy blue,Coral,Charcoal,Plum,Gray,Plum,Blue,Wheat,Gray
3858,Orange,Green,Blue,Maroon,Gray,Yellow,Pea green,Navy blue,Black,Purple
3859,Yellow,Cyan,Teal,Cyan,Red,Brown,Ivory,Brown,Magenta,Orange
3860,Charcoal,Red,White,Gray,Green,Crimson,Olive,Crimson,Black,Gray
3861,Yellow,Khaki,Brown,Yellow,Plum,Cyan,Orange,Ivory,Khaki,Yellow
3862,White,Black,White,Khaki,Red,Aquamarine,Aquamarine,Navy blue,Red,Olive
3863,Yellow,Khaki,Navy blue,Cyan,Green,Ivory,Red,Maroon,Gray,Azure
3864,Wheat,Lime,Crimson,Cyan,Fuchsia,Gray,Pea green,Brown,Plum,Fuchsia
3865,Teal,Teal,Black,Crimson,Purple,Pea green,Ivory,Cyan,Wheat,Coral
3866,Teal,Red,Teal,Coral,Green,Hot pink,Coral,Crimson,Azure,Crimson
3867,Coral,Khaki,Wheat,Ivory,Pea green,Azure,White,Hot pink,Wheat,Ivory
3868,Maroon,Khaki,Brown,Cyan,Olive,Khaki,Navy blue,Blue,Navy blue,Fuchsia
3869,Lime,Pea green,Purple,Maroon,Magenta,Red,Gray,Lime,Fuchsia,Pea green
3870,Brown,Hot pink,Ivory,Aquamarine,Silver,Green,Plum,Orange,Orange,Red
3871,Gray,Plum,Black,Azure,Olden,Green,Wheat,Black,Navy blue,Silver
3872,Blue,Crimson,Blue,White,Plum,Maroon,Coral,Aquamarine,White,Plum
3873,Brown,Charcoal,Ivory,Green,Olive,Hot pink,Olive,Blue,Charcoal,Blue
3874,Navy blue,Aquamarine,Charcoal,Gray,Magenta,Yellow,Cyan,Fuchsia,Pea green,Olive
3875,Olive,Black,Coral,Gray,Navy blue,Khaki,Green,Purple,Khaki,Wheat
3876,Olive,Crimson,Pea green,Pea green,Purple,Gray,Pea green,Purple,Khaki,Yellow
3877,Yellow,Brown,Olden,Orange,Gray,Ivory,Pea green,Navy blue,Orange,Yellow
3878,Fuchsia,Khaki,Blue,Black,Olden,Charcoal,Gray,Green,Lime,Green
3879,Gray,Wheat,Navy blue,Lime,Lime,Orange,Wheat,Crimson,Aquamarine,Fuchsia
3880,Maroon,Gray,Coral,Fuchsia,Magenta,Khaki,White,Fuchsia,Purple,Azure
3881,Maroon,Teal,Navy blue,Ivory,Brown,Wheat,Coral,Khaki,Aquamarine,Magenta
3882,White,Olden,Fuchsia,Aquamarine,Coral,Coral,Olden,Olden,Maroon,Crimson
3883,Khaki,Azure,Hot pink,Lime,Lime,Pea green,Pea green,Navy blue,White,Red
3884,Yellow,Hot pink,Black,Red,Black,Aquamarine,Khaki,Charcoal,Yellow,White
3885,Navy blue,Teal,Green,Aquamarine,Yellow,Brown,Teal,Coral,Purple,Green
3886,Navy blue,Teal,Crimson,Silver,Wheat,Crimson,Olden,Navy blue,Fuchsia,Red
3887,Wheat,Magenta,Khaki,Red,Silver,Gray,Olive,Navy blue,Navy blue,Maroon
3888,Olive,Khaki,Green,Charcoal,Crimson,Yellow,Magenta,Silver,Fuchsia,Azure
3889,Charcoal,Teal,Teal,Khaki,Magenta,Fuchsia,Olden,Plum,Silver,Plum
3890,Azure,Magenta,Silver,Wheat,Green,White,Brown,Magenta,Olive,White
3891,Hot pink,Olden,Silver,Lime,Aquamarine,Blue,Charcoal,Ivory,Aquamarine,Khaki
3892,White,White,Magenta,Pea green,Coral,Blue,Purple,Lime,Cyan,White
3893,Brown,Black,Silver,Plum,Ivory,Silver,Hot pink,Pea green,Pea green,Plum
3894,Purple,Olden,Cyan,Azure,Purple,Gray,Gray,Orange,Charcoal,Blue
3895,Fuchsia,Aquamarine,Orange,Navy blue,Green,Teal,Brown,Blue,Blue,Red
3896,Purple,Silver,Pea green,Coral,Magenta,Yellow,Wheat,White,Gray,Plum
3897,Azure,Charcoal,Plum,Silver,Orange,Orange,Navy blue,Black,Hot pink,Black
3898,Green,Navy blue,Magenta,Magenta,Wheat,Maroon,Gray,Fuchsia,Gray,Coral
3899,Pea green,Yellow,Green,Red,Olive,Wheat,Yellow,Magenta,Orange,Navy blue
3900,Aquamarine,Gray,Blue,Hot pink,Purple,Wheat,Teal,Gray,Orange,Green
3901,Aquamarine,Khaki,Lime,Silver,Hot pink,Fuchsia,Coral,Fuchsia,Wheat,Green
3902,Magenta,Gray,Coral,Pea green,Khaki,Wheat,Crimson,Crimson,White,Crimson
3903,Fuchsia,Cyan,Plum,Silver,White,Khaki,Crimson,Olive,Brown,Black
3904,Khaki,Pea green,Hot pink,Magenta,Cyan,Green,Blue,Teal,Olden,Teal
3905,Azure,Coral,Orange,Charcoal,Olden,Red,Orange,Teal,Aquamarine,Azure
3906,Teal,Crimson,Red,Purple,Maroon,Plum,Teal,Olden,Navy blue,Magenta
3907,Plum,Olive,Gray,Red,Green,Plum,Fuchsia,Cyan,Blue,Ivory
3908,Yellow,Crimson,Ivory,Plum,Purple,Wheat,Blue,Crimson,Silver,Lime
3909,Navy blue,Coral,Olive,Brown,Orange,Silver,Purple,Ivory,Yellow,Plum
3910,Azure,Black,Olden,Azure,Purple,Khaki,Black,Navy blue,Plum,Pea green
3911,Lime,Fuchsia,Hot pink,Fuchsia,Magenta,Purple,White,Cyan,White,Azure
3912,Orange,Cyan,Gray,Ivory,Charcoal,Lime,Azure,Azure,Purple,Silver
3913,Khaki,Coral,Olden,Coral,Magenta,Purple,Yellow,Navy blue,Silver,Khaki
3914,Teal,Charcoal,Blue,Magenta,Magenta,Black,Coral,Wheat,Crimson,Purple
3915,Brown,Blue,Plum,Coral,Coral,White,Teal,White,Green,Yellow
3916,Olive,Navy blue,Gray,Black,White,Plum,Ivory,Gray,Hot pink,Blue
3917,Gray,Navy blue,White,Purple,Navy blue,Ivory,Magenta,Ivory,Khaki,Yellow
3918,Silver,Charcoal,Green,Olive,Olive,Crimson,Orange,Green,Yellow,Wheat
3919,Red,Lime,Cyan,Black,Aquamarine,Brown,Teal,Charcoal,Magenta,Olden
3920,Plum,Plum,Brown,Red,Red,Navy blue,Crimson,Azure,Orange,White
3921,Azure,Blue,Olden,Blue,Green,Brown,Crimson,Red,Silver,Teal
3922,Orange,Ivory,Pea green,Aquamarine,White,Crimson,Blue,Khaki,Pea green,Green
3923,Gray,Fuchsia,Red,Pea green,Plum,Charcoal,Yellow,White,Khaki,Red
3924,Black,Charcoal,Aquamarine,Magenta,Olden,Azure,Red,Crimson,Yellow,Coral
3925,Ivory,Charcoal,Magenta,Magenta,Coral,Green,Green,Teal,Lime,Magenta
3926,Maroon,Orange,Orange,Fuchsia,Gray,Charcoal,Olden,Brown,Olden,Plum
3927,Azure,Azure,Olive,Silver,Pea green,Red,Fuchsia,Orange,Navy blue,Navy blue
3928,Green,Khaki,Pea green,Purple,Brown,Blue,Magenta,Charcoal,Fuchsia,Azure
3929,Ivory,Wheat,Wheat,Fuchsia,Navy blue,Green,Brown,Lime,Red,Plum
3930,Silver,Yellow,Gray,Olden,Olden,Aquamarine,Azure,Teal,Khaki,Aquamarine
3931,Yellow,Yellow,Plum,Crimson,Yellow,Coral,Ivory,Olive,Azure,Cyan
3932,Orange,Cyan,Charcoal,Red,Cyan,Purple,Ivory,White,Azure,Teal
3933,White,Purple,Coral,Teal,Charcoal,Blue,Charcoal,Navy blue,Maroon,Crimson
3934,Charcoal,Gray,Lime,Silver,Charcoal,Brown,Olden,Crimson,Hot pink,Navy blue
3935,Pea green,Aquamarine,White,Wheat,Charcoal,Magenta,Silver,Olive,Pea green,Plum
3936,Azure,Black,Wheat,Silver,Wheat,Hot pink,Azure,Maroon,Navy blue,Yellow
3937,Teal,Cyan,Green,Silver,Gray,Hot pink,White,Aquamarine,Purple,Charcoal
3938,Wheat,Red,Aquamarine,Aquamarine,Crimson,Olden,Hot pink,Orange,Azure,Hot pink
3939,Crimson,Wheat,Ivory,Yellow,Olden,Hot pink,Olive,Khaki,Olive,Maroon
3940,Blue,Gray,White,Charcoal,Teal,Azure,Ivory,Fuchsia,Red,Green
3941,Wheat,Blue,Gray,Maroon,Cyan,Teal,Cyan,Pea green,Black,Orange
3942,Silver,Navy blue,Olive,Lime,Lime,Navy blue,Fuchsia,Purple,Green,Purple
3943,Fuchsia,Khaki,Gray,Magenta,Red,Yellow,Teal,Crimson,Plum,Pea green
3944,Maroon,Aquamarine,White,Cyan,Aquamarine,White,Hot pink,Azure,Ivory,Black
3945,Orange,Teal,Plum,Black,Maroon,Maroon,Navy blue,White,Green,Azure
3946,Plum,Olive,Hot pink,Maroon,Brown,Silver,Crimson,Magenta,Pea green,Silver
3947,Charcoal,Lime,Maroon,Wheat,Plum,Purple,Teal,Azure,Azure,Navy blue
3948,Green,Khaki,Aquamarine,Orange,Navy blue,Blue,Navy blue,Teal,Brown,Yellow
3949,Orange,Blue,Blue,Gray,Black,Teal,Black,Teal,Red,Yellow
3950,Fuchsia,White,Teal,Teal,White,Black,White,Magenta,Red,Teal
3951,Cyan,Teal,Navy blue,Khaki,Teal,Olive,Red,Magenta,Maroon,Crimson
3952,Cyan,Lime,Teal,Plum,Plum,Orange,Navy blue,Ivory,Green,Charcoal
3953,Magenta,Silver,Fuchsia,Charcoal,Fuchsia,Green,Olive,Yellow,Blue,Gray
3954,Navy blue,Plum,Charcoal,Plum,Wheat,Olden,Wheat,Cyan,Blue,Magenta
3955,Pea green,Cyan,Silver,Cyan,Plum,Green,Brown,Yellow,Black,Ivory
3956,Khaki,Ivory,Fuchsia,Azure,Silver,Cyan,Orange,Brown,Cyan,Maroon
3957,Azure,Olive,Khaki,Fuchsia,Aquamarine,Maroon,Black,Brown,Brown,Crimson
3958,Lime,Fuchsia,Teal,Navy blue,Lime,Brown,Azure,Yellow,Orange,Coral
3959,Red,Ivory,Charcoal,Maroon,Olive,Teal,Blue,Khaki,Olden,Crimson
3960,Coral,Navy blue,Pea green,Pea green,Olden,Crimson,Ivory,Crimson,Khaki,Wheat
3961,Brown,Purple,Orange,Khaki,Coral,Silver,Green,Fuchsia,Orange,Crimson
3962,Wheat,Crimson,Lime,Teal,Charcoal,Purple,Orange,Cyan,Orange,Coral
3963,Wheat,Plum,Fuchsia,Silver,Silver,Orange,Plum,Red,Navy blue,Olden
3964,Orange,Aquamarine,Ivory,Olden,Fuchsia,Brown,Purple,Crimson,Wheat,Teal
3965,White,Gray,Black,Charcoal,Silver,Red,White,Pea green,Black,Pea green
3966,Green,Wheat,Aquamarine,Maroon,Silver,Azure,Aquamarine,Aquamarine,Green,Purple
